Loading mpi version 2021.6.0
===================================================================================
SLURM Job ID:            7343279
Submit time:             Tue Apr 14 02:39:07 BST 2026 (Unix Epoch time: 1776130747)
Start time:              Tue Apr 14 02:39:08 BST 2026 (Unix Epoch time: 1776130748)
No. nodes:               1
No. tasks:               40
Job name:                Assignment4LatticeSweep
Account:                 teaching
QoS:                     teaching
Partition (queue):       teaching
Submit directory:        /users/gmb22123/PH510/Assignment4
Script name:             /users/gmb22123/PH510/Assignment4/jobscript.sh
Master node:             wee08
Nodes used:              wee08
Task distribution:       
===================================================================================

T=0.81, E=-1.34, M=0.00, E2=1.80, Cv=71.55
T=0.84, E=-1.31, M=0.00, E2=1.73, Cv=61.84
T=0.88, E=-1.29, M=0.00, E2=1.66, Cv=53.41
T=0.91, E=-1.26, M=0.00, E2=1.58, Cv=44.46
T=0.95, E=-1.23, M=0.01, E2=1.51, Cv=39.60
T=0.98, E=-1.20, M=0.00, E2=1.44, Cv=32.90
T=1.02, E=-1.17, M=0.00, E2=1.37, Cv=26.15
T=1.05, E=-1.14, M=0.01, E2=1.30, Cv=23.48
T=1.09, E=-1.11, M=0.00, E2=1.23, Cv=17.83
T=1.12, E=-1.08, M=0.00, E2=1.16, Cv=13.54
T=1.16, E=-1.04, M=0.00, E2=1.09, Cv=10.70
T=1.19, E=-1.01, M=0.00, E2=1.03, Cv=8.24
T=1.22, E=-0.98, M=0.00, E2=0.97, Cv=5.92
T=1.26, E=-0.95, M=0.00, E2=0.91, Cv=4.88
T=1.29, E=-0.92, M=0.00, E2=0.86, Cv=3.77
T=1.33, E=-0.89, M=0.00, E2=0.80, Cv=2.47
T=1.36, E=-0.87, M=0.00, E2=0.76, Cv=2.01
T=1.40, E=-0.84, M=0.00, E2=0.71, Cv=1.66
T=1.43, E=-0.82, M=0.00, E2=0.67, Cv=1.22
T=1.47, E=-0.80, M=0.00, E2=0.63, Cv=1.08
T=1.50, E=-0.77, M=0.00, E2=0.60, Cv=0.93
XY Model - Lattice Size: 128, Number of processors: 40------------------------------------------
XY Model - Lattice Size: 128, Timing: 437.19 seconds ------------------------
===================================================================================
SLURM job 7343279 ended:     Tue Apr 14 02:52:31 BST 2026 (Unix Epoch time: 1776131551)
This is an estimated end time using the 'date' command from node wee08.hpc.strath.ac.uk
For accurate timings, use 'sacct -j 7343279 -X --format=Submit,Start,End,Elapsed'
======================================================================================
